,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28612,56.0,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
6695,53.0,technician,married,professional.course,unknown,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
22052,31.0,technician,single,university.degree,no,no,no,cellular,aug,wed,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39443,26.0,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,4.0,6.0,2.0,success,-1.8,93.749,-34.6,0.644,5008.7,yes
33584,26.0,self-employed,married,basic.4y,no,yes,no,cellular,may,tue,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
17109,36.0,services,single,high.school,no,yes,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
9479,46.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30779,37.0,blue-collar,married,unknown,no,yes,no,cellular,may,tue,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
22434,41.0,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19100,44.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40367,47.0,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,1.0,10.0,2.0,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
1251,43.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
29210,27.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
32655,52.0,services,married,high.school,unknown,yes,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
37582,29.0,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,3.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8690000000000001,5076.2,yes
17468,45.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21566,43.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7289,58.0,retired,married,basic.9y,unknown,yes,no,telephone,may,thu,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
38439,25.0,services,single,high.school,no,yes,no,cellular,oct,thu,2.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,yes
37831,50.0,admin.,married,university.degree,no,no,yes,cellular,aug,thu,1.0,15.0,2.0,failure,-2.9,92.201,-31.4,0.8290000000000001,5076.2,yes
15951,39.0,management,married,university.degree,unknown,yes,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
40542,30.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,4991.6,yes
9437,54.0,admin.,married,unknown,unknown,no,no,telephone,jun,fri,16.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
12810,38.0,entrepreneur,married,basic.9y,unknown,no,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40357,30.0,student,single,high.school,no,no,no,cellular,aug,tue,3.0,999.0,1.0,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
33901,29.0,admin.,married,university.degree,no,no,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
21194,49.0,services,married,basic.4y,unknown,no,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
3508,37.0,technician,married,professional.course,no,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
14431,32.0,blue-collar,married,basic.6y,no,no,no,telephone,jul,tue,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18505,32.0,technician,single,professional.course,no,yes,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
6044,32.0,unknown,married,basic.6y,unknown,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,,4.857,5191.0,no
37010,28.0,services,single,university.degree,no,yes,no,cellular,jul,mon,4.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes
24177,43.0,services,married,high.school,no,no,no,cellular,nov,mon,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
9547,30.0,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
3072,51.0,services,divorced,basic.4y,unknown,yes,no,telephone,may,thu,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
20495,43.0,technician,married,professional.course,unknown,no,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
32943,32.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
19130,42.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
1261,52.0,housemaid,married,basic.4y,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
13298,39.0,services,married,basic.9y,no,no,no,cellular,jul,wed,5.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33248,28.0,admin.,single,high.school,no,yes,no,cellular,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
7623,37.0,admin.,single,university.degree,no,yes,no,telephone,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37478,32.0,blue-collar,single,basic.9y,no,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
4933,32.0,services,married,high.school,unknown,yes,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
34604,31.0,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
4855,29.0,blue-collar,married,high.school,no,yes,yes,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
37183,52.0,retired,divorced,university.degree,no,no,no,cellular,aug,thu,1.0,15.0,1.0,success,-2.9,92.201,-31.4,0.883,5076.2,yes
40399,31.0,student,single,unknown,no,yes,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
10429,52.0,retired,divorced,basic.4y,no,yes,no,telephone,jun,mon,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2806,52.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31407,51.0,entrepreneur,single,basic.9y,no,yes,no,cellular,may,wed,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
39767,33.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.6990000000000001,5008.7,yes
39074,43.0,management,married,unknown,no,yes,no,telephone,dec,mon,2.0,8.0,1.0,success,-3.0,92.713,-33.0,0.7090000000000001,5023.5,yes
35210,24.0,blue-collar,single,high.school,no,yes,no,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
23650,32.0,technician,single,university.degree,no,no,no,cellular,aug,thu,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
30260,29.0,admin.,single,university.degree,no,no,no,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3263,42.0,admin.,married,university.degree,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
21283,42.0,technician,married,professional.course,no,yes,yes,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
14711,57.0,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,tue,,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
14932,23.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30010,61.0,admin.,married,university.degree,no,yes,no,cellular,apr,wed,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22894,55.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
10021,59.0,technician,married,university.degree,,no,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
18514,32.0,admin.,married,high.school,no,no,no,cellular,jul,thu,11.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
28530,70.0,retired,married,basic.4y,no,yes,no,cellular,apr,wed,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
17547,53.0,management,married,unknown,no,yes,yes,cellular,jul,mon,9.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31883,34.0,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
33200,36.0,entrepreneur,single,university.degree,no,no,no,cellular,may,tue,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
30919,36.0,entrepreneur,married,high.school,no,yes,no,cellular,may,tue,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
38405,44.0,admin.,married,university.degree,no,yes,no,cellular,oct,wed,3.0,6.0,1.0,success,-3.4,92.431,-26.9,0.735,5017.5,yes
32649,38.0,admin.,divorced,high.school,no,no,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
39189,34.0,technician,divorced,professional.course,no,no,no,telephone,mar,fri,1.0,999.0,1.0,failure,-1.8,93.369,-34.8,0.653,5008.7,yes
13544,31.0,admin.,divorced,high.school,no,no,no,cellular,jul,thu,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9123,41.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
24717,32.0,entrepreneur,married,university.degree,no,yes,yes,telephone,nov,mon,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
20849,34.0,technician,single,university.degree,no,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19148,49.0,services,married,high.school,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
41142,43.0,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,4.0,999.0,2.0,failure,-1.1,94.767,-50.8,1.04,4963.6,yes
7492,46.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
38595,25.0,student,single,high.school,no,no,no,cellular,oct,fri,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.72,5017.5,yes
38705,38.0,admin.,married,university.degree,no,no,no,cellular,nov,tue,2.0,7.0,1.0,success,-3.4,92.649,-30.1,0.715,5017.5,yes
9466,32.0,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
15999,48.0,technician,single,high.school,no,no,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9428,51.0,self-employed,married,university.degree,unknown,no,no,telephone,jun,fri,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31186,33.0,entrepreneur,married,university.degree,unknown,no,no,cellular,may,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
40740,33.0,technician,married,university.degree,no,no,no,cellular,sep,wed,,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
10212,48.0,admin.,married,high.school,unknown,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
31864,32.0,admin.,married,university.degree,no,no,no,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
25586,33.0,admin.,single,high.school,no,no,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
31310,27.0,services,married,high.school,no,yes,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36240,29.0,admin.,married,high.school,no,yes,no,cellular,jun,mon,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
36214,26.0,technician,single,university.degree,no,yes,no,cellular,may,thu,4.0,2.0,1.0,success,-1.8,92.893,-46.2,1.27,5099.1,yes
19586,31.0,services,married,professional.course,unknown,yes,no,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30367,49.0,management,married,university.degree,no,no,yes,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
26511,30.0,entrepreneur,single,university.degree,no,yes,no,cellular,nov,thu,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
24029,37.0,admin.,single,high.school,no,yes,no,telephone,oct,wed,1.0,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes
19024,47.0,services,married,high.school,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
17639,45.0,self-employed,divorced,university.degree,no,no,yes,cellular,jul,mon,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38276,45.0,blue-collar,single,basic.9y,no,no,yes,cellular,oct,tue,2.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
39349,66.0,housemaid,divorced,basic.4y,no,yes,no,cellular,mar,thu,1.0,3.0,2.0,success,-1.8,93.369,-34.8,0.635,5008.7,yes
9188,28.0,admin.,single,university.degree,no,no,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
5450,56.0,admin.,married,,unknown,no,no,telephone,may,fri,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40457,31.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,-1.7,,-38.3,0.904,4991.6,yes
34359,55.0,services,single,basic.9y,no,unknown,unknown,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
14075,,admin.,single,high.school,no,no,no,cellular,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
36605,22.0,student,single,high.school,no,yes,yes,cellular,jun,thu,1.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
11053,49.0,admin.,married,high.school,no,yes,no,telephone,jun,wed,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
989,54.0,housemaid,divorced,basic.4y,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14464,31.0,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9492,34.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40976,56.0,technician,divorced,professional.course,no,no,no,cellular,oct,mon,1.0,3.0,2.0,success,-1.1,94.601,-49.5,1.0,4963.6,yes
1613,33.0,services,married,high.school,unknown,no,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
39906,36.0,management,married,university.degree,no,no,no,cellular,jun,tue,1.0,6.0,2.0,success,-1.7,94.055,-39.8,0.737,4991.6,yes
39871,31.0,technician,married,professional.course,no,yes,no,cellular,jun,tue,5.0,9.0,2.0,success,-1.7,94.055,-39.8,0.723,4991.6,yes
5435,39.0,technician,single,professional.course,no,no,no,telephone,may,fri,5.0,,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
3038,28.0,services,married,unknown,no,yes,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26840,34.0,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
36641,53.0,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,3.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
1309,48.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
40975,44.0,technician,married,high.school,no,yes,yes,cellular,oct,mon,1.0,999.0,1.0,failure,-1.1,94.601,-49.5,1.0,4963.6,yes
18522,44.0,technician,married,professional.course,no,yes,no,telephone,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
38718,52.0,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,1.0,3.0,2.0,success,-3.4,92.649,-30.1,0.715,5017.5,yes
40771,26.0,technician,single,university.degree,no,yes,no,cellular,sep,fri,3.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
15822,32.0,services,married,university.degree,no,no,no,telephone,jul,mon,10.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
1050,34.0,technician,single,professional.course,no,unknown,unknown,telephone,may,wed,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40183,29.0,admin.,single,high.school,no,yes,no,cellular,jul,fri,2.0,6.0,1.0,success,-1.7,94.215,-40.3,0.861,4991.6,yes
20906,34.0,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28987,43.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37112,44.0,admin.,divorced,high.school,no,no,no,cellular,jul,tue,5.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,yes
8935,49.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
8093,56.0,entrepreneur,married,unknown,unknown,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
28516,36.0,admin.,married,university.degree,no,no,no,cellular,apr,tue,6.0,999.0,1.0,failure,,93.075,-47.1,1.423,5099.1,no
24688,30.0,admin.,married,university.degree,no,no,no,cellular,nov,mon,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
37012,33.0,management,married,university.degree,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes
36181,24.0,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
30202,38.0,admin.,married,high.school,no,yes,yes,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
32191,31.0,self-employed,married,university.degree,no,no,no,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,yes
32881,46.0,management,married,basic.6y,no,no,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,yes
37424,36.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
6628,38.0,admin.,married,professional.course,no,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5984,40.0,services,single,high.school,no,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19966,46.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
26557,56.0,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
22605,30.0,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9120,45.0,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
19544,48.0,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
11492,42.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
32072,35.0,management,single,high.school,,yes,yes,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
11547,55.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39385,49.0,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,4.0,3.0,1.0,success,-1.8,93.369,-34.8,0.635,5008.7,yes
1641,20.0,entrepreneur,single,high.school,no,no,no,telephone,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
15339,42.0,admin.,single,university.degree,unknown,yes,yes,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
7479,30.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
13205,33.0,services,married,basic.9y,unknown,yes,no,telephone,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2264,35.0,admin.,single,university.degree,no,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40275,48.0,housemaid,married,professional.course,no,yes,no,cellular,jul,wed,2.0,6.0,2.0,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
17651,50.0,admin.,divorced,university.degree,unknown,no,yes,cellular,jul,mon,9.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6037,43.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27096,29.0,admin.,single,professional.course,no,no,no,telephone,nov,fri,4.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,no
37043,42.0,technician,married,university.degree,no,no,no,cellular,jul,wed,1.0,999.0,1.0,failure,-2.9,92.469,-33.6,1.029,5076.2,yes
18036,44.0,services,married,high.school,unknown,yes,no,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
119,48.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31826,45.0,admin.,married,high.school,no,yes,no,cellular,may,thu,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
37850,33.0,admin.,married,high.school,no,no,no,cellular,aug,fri,3.0,15.0,1.0,success,-2.9,92.201,-31.4,0.825,5076.2,yes
32638,30.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,yes
14719,44.0,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,5.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
25998,34.0,admin.,married,university.degree,no,yes,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
40055,35.0,admin.,married,high.school,no,yes,no,cellular,jul,wed,2.0,15.0,1.0,success,-1.7,94.215,-40.3,0.802,4991.6,yes
28546,58.0,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
20091,44.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
7219,35.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
20524,32.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
12501,36.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
37198,31.0,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,2.0,999.0,1.0,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
15654,25.0,technician,single,professional.course,no,yes,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38376,30.0,services,single,high.school,no,yes,no,cellular,oct,mon,2.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
40177,60.0,admin.,married,university.degree,no,no,no,cellular,jul,fri,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.861,4991.6,yes
5756,40.0,admin.,married,high.school,no,no,no,telephone,may,mon,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34976,59.0,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
